Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2016","Cryptosporidiosis, Cum 2016, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2016","Dengue§, Cum 2016, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2016","Dengue Severe, Cum 2016, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag",Location 1,Location 2
VIRGIN ISL.,2016,41,,-,0,,0,,,-,,-,,-,0,,5,,35,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
COLORADO,2016,41,,-,0,,6,,1,,99,,,-,0,,2,,15,,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,41,,-,0,,10,,,-,262,,,-,0,,1,,6,,15,,,-,0,,0,,,-,1,,"MINNESOTA
(46.357661, -94.793397)",
MASSACHUSETTS,2016,41,2,,4,,15,,164,,168,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,41,,-,2,,10,,86,,83,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2016,41,,-,1,,8,,59,,52,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,41,,-,0,,2,,6,,5,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
LOUISIANA,2016,41,,-,1,,6,,50,,107,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,41,,-,1,,3,,23,,65,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,41,2,,1,,10,,54,,50,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2016,41,8,,5,,25,,274,,202,,,-,1,,5,,32,,22,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2016,41,4,,6,,24,,281,,286,,,-,0,,2,,16,,4,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,41,,-,3,,8,,134,,154,,,-,0,,2,,7,,,-,,-,0,,1,,1,,,-,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2016,41,12,,1,,83,,480,,53,,,-,0,,4,,13,,14,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2016,41,,-,2,,7,,100,,80,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,41,8,,11,,49,,668,,506,,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2016,41,,-,9,,52,,552,,312,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
KANSAS,2016,41,,-,2,,7,,89,,158,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2016,41,5,,2,,10,,95,,75,,,-,0,,2,,12,,7,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,41,,-,0,,3,,10,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
OHIO,2016,41,56,,8,,207,,1621,,353,,,-,0,,1,,6,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
CALIFORNIA,2016,41,1,,7,,14,,293,,284,,,-,2,,15,,122,,102,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,41,,-,0,,17,,5,,327,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,41,1,,3,,13,,103,,201,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,41,1,,1,,5,,48,,30,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
PUERTO RICO,2016,41,,-,0,,1,,1,,,-,,-,3,,27,,172,,33,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ILLINOIS,2016,41,,-,4,,60,,208,,128,,,-,0,,3,,25,,21,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2016,41,,-,0,,110,,68,,,-,,-,0,,3,,16,,8,,,-,0,,1,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2016,41,1,,3,,36,,139,,59,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
PENNSYLVANIA,2016,41,8,,6,,21,,343,,270,,,-,0,,3,,21,,17,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,41,,-,0,,2,,15,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2016,41,3,,4,,27,,237,,223,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,41,,-,1,,3,,33,,28,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2016,41,,-,1,,4,,40,,27,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW HAMPSHIRE,2016,41,,-,1,,6,,39,,32,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH CAROLINA,2016,41,,-,3,,25,,153,,189,,,-,0,,2,,9,,6,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2016,41,,-,3,,9,,118,,233,,,-,0,,1,,5,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2016,41,,-,1,,6,,56,,45,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2016,41,32,,12,,30,,463,,728,,,-,1,,6,,37,,47,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2016,41,,-,0,,2,,15,,12,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2016,41,9,,3,,16,,192,,213,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,41,,-,0,,5,,25,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2016,41,,-,2,,13,,106,,72,,,-,1,,5,,45,,40,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,41,,-,3,,24,,149,,141,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
VIRGINIA,2016,41,2,,4,,46,,179,,151,,,-,0,,3,,12,,19,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2016,41,,-,0,,1,,2,,21,,,-,0,,25,,53,,44,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2016,41,1,,1,,8,,70,,61,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2016,41,,-,0,,2,,11,,21,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2016,41,7,,5,,23,,322,,198,,,-,0,,3,,11,,10,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,41,10,,11,,32,,488,,560,,,-,1,,3,,32,,21,,,-,0,,0,,,-,2,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,41,1,,6,,11,,217,,152,,,-,0,,2,,6,,3,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,41,,-,0,,5,,31,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,42,149,,149,,646,,9361,,7935,,,-,16,,50,,616,,570,,,-,0,,1,,4,,4,,,
NEW ENGLAND,2016,42,2,,8,,21,,337,,374,,,-,0,,2,,8,,19,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,42,27,,14,,58,,914,,676,,,-,3,,9,,132,,138,,,-,0,,0,,,-,1,,,
NEW YORK CITY,2016,42,10,,2,,10,,150,,114,,,-,1,,4,,34,,53,,,-,0,,0,,,-,1,,NEW YORK CITY,
E.N. CENTRAL,2016,42,44,,31,,287,,3016,,1429,,,-,1,,5,,55,,44,,,-,0,,1,,1,,,-,,
ILLINOIS,2016,42,,-,4,,60,,214,,188,,,-,0,,3,,25,,21,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
W.N. CENTRAL,2016,42,3,,23,,82,,1047,,1533,,,-,1,,3,,27,,27,,,-,0,,0,,,-,1,,,
S. ATLANTIC,2016,42,35,,30,,74,,1323,,1564,,,-,3,,9,,96,,103,,,-,0,,1,,1,,,-,,
DIST. OF COL.,2016,42,,-,0,,0,,,-,,-,,-,0,,1,,3,,8,,,-,0,,1,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,42,3,,9,,43,,503,,579,,,-,0,,3,,8,,14,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,42,12,,17,,78,,755,,811,,,-,1,,4,,38,,27,,,-,0,,0,,,-,2,,,
MOUNTAIN,2016,42,19,,10,,107,,876,,495,,,-,1,,4,,41,,25,,,-,0,,1,,1,,,-,,
PACIFIC,2016,42,4,,14,,128,,590,,474,,,-,5,,30,,210,,173,,,-,0,,1,,1,,,-,,
AMER. SAMOA,2016,42,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
C.N.M.I.,2016,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2016,42,,-,0,,0,,,-,,-,,-,0,,5,,35,,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
DELAWARE,2016,42,,-,0,,2,,15,,13,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,42,,-,0,,110,,68,,,-,,-,0,,3,,16,,8,,,-,0,,1,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2016,42,,-,9,,55,,570,,323,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2016,42,,-,4,,46,,181,,153,,,-,0,,3,,12,,19,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2016,42,2,,11,,50,,682,,519,,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2016,42,,-,4,,27,,239,,230,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,42,3,,3,,9,,127,,237,,,-,0,,1,,5,,8,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2016,42,1,,3,,14,,167,,175,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MICHIGAN,2016,42,3,,6,,23,,332,,200,,,-,0,,3,,11,,10,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2016,42,3,,7,,14,,296,,291,,,-,2,,15,,133,,106,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2016,42,,-,1,,6,,50,,113,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
RHODE ISLAND,2016,42,1,,0,,2,,12,,21,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2016,42,,-,0,,17,,5,,340,,,-,0,,2,,11,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,42,16,,1,,83,,500,,53,,,-,0,,2,,13,,15,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,42,10,,5,,25,,285,,210,,,-,1,,5,,32,,23,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2016,42,7,,7,,21,,353,,276,,,-,0,,3,,21,,18,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2016,42,1,,3,,36,,140,,59,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2016,42,1,,6,,11,,218,,156,,,-,0,,2,,6,,3,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,42,,-,0,,1,,2,,21,,,-,0,,25,,53,,56,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
COLORADO,2016,42,,-,0,,6,,1,,104,,,-,0,,2,,15,,6,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEBRASKA,2016,42,3,,4,,16,,210,,221,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,42,,-,1,,4,,41,,28,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,42,,-,4,,13,,140,,207,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2016,42,,-,1,,8,,70,,62,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2016,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
GEORGIA,2016,42,10,,6,,24,,292,,289,,,-,0,,2,,17,,5,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2016,42,,-,0,,3,,10,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
UTAH,2016,42,1,,3,,24,,153,,145,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WYOMING,2016,42,,-,0,,2,,15,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2016,42,,-,0,,1,,1,,,-,,-,3,,27,,173,,33,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2016,42,4,,2,,10,,99,,77,,,-,0,,2,,12,,7,,,-,0,,1,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2016,42,,-,1,,5,,50,,31,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,42,,-,1,,8,,59,,55,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2016,42,,-,2,,7,,104,,82,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2016,42,2,,2,,10,,90,,84,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,42,,-,0,,2,,6,,6,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2016,42,,-,1,,3,,33,,30,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2016,42,,-,2,,7,,91,,161,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,42,,-,0,,5,,31,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,42,,-,1,,6,,57,,46,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NORTH CAROLINA,2016,42,,-,3,,25,,158,,214,,,-,0,,2,,9,,6,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW JERSEY,2016,42,,-,2,,16,,126,,76,,,-,1,,5,,45,,44,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,42,,-,0,,3,,23,,67,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,42,,-,1,,10,,55,,50,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,42,,-,1,,6,,39,,33,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2016,42,,-,0,,5,,25,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2016,42,39,,8,,206,,1652,,364,,,-,0,,1,,6,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,42,,-,3,,8,,136,,158,,,-,0,,2,,7,,,-,,-,0,,1,,1,,,-,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2016,42,21,,12,,31,,483,,740,,,-,1,,6,,37,,53,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2016,42,11,,11,,32,,506,,584,,,-,1,,4,,34,,21,,,-,0,,0,,,-,2,,"TEXAS
(31.827233, -99.423022)",
MINNESOTA,2016,42,,-,0,,10,,,-,265,,,-,0,,1,,6,,15,,,-,0,,0,,,-,1,,"MINNESOTA
(46.357661, -94.793397)",
UNITED STATES,2016,43,157,,149,,658,,9701,,8171,,,-,15,,50,,621,,615,,,-,0,,1,,4,,4,,,
NEW ENGLAND,2016,43,3,,7,,21,,347,,381,,,-,0,,2,,8,,19,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,43,27,,14,,58,,950,,695,,,-,3,,9,,133,,146,,,-,0,,0,,,-,1,,,
NEW YORK CITY,2016,43,12,,2,,10,,162,,115,,,-,1,,4,,34,,55,,,-,0,,0,,,-,1,,NEW YORK CITY,
E.N. CENTRAL,2016,43,51,,31,,294,,3140,,1481,,,-,1,,5,,56,,46,,,-,0,,1,,1,,,-,,
W.N. CENTRAL,2016,43,4,,23,,86,,1089,,1573,,,-,0,,3,,27,,29,,,-,0,,0,,,-,1,,,
S. ATLANTIC,2016,43,24,,30,,74,,1372,,1624,,,-,3,,9,,97,,110,,,-,0,,1,,1,,,-,,
DIST. OF COL.,2016,43,,-,0,,2,,,-,18,,,-,0,,1,,3,,8,,,-,0,,1,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2016,43,10,,10,,43,,532,,591,,,-,0,,3,,8,,15,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,43,20,,17,,78,,775,,831,,,-,1,,4,,38,,28,,,-,0,,0,,,-,2,,,
MOUNTAIN,2016,43,14,,10,,109,,893,,505,,,-,1,,4,,41,,26,,,-,0,,1,,1,,,-,,
PACIFIC,2016,43,4,,14,,128,,603,,490,,,-,5,,30,,212,,196,,,-,0,,1,,1,,,-,,
AMER. SAMOA,2016,43,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,AMER. SAMOA,
VIRGIN ISL.,2016,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,VIRGIN ISL.,
HAWAII,2016,43,,-,0,,1,,4,,21,,,-,0,,25,,53,,72,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2016,43,2,,11,,50,,713,,530,,,-,0,,2,,6,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2016,43,3,,3,,9,,133,,244,,,-,0,,1,,5,,9,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,43,4,,2,,7,,109,,85,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,43,,-,3,,15,,166,,227,,,-,0,,2,,9,,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,43,,-,0,,6,,1,,109,,,-,0,,2,,15,,7,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MICHIGAN,2016,43,1,,6,,23,,341,,201,,,-,0,,3,,11,,10,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,43,,-,0,,2,,15,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
INDIANA,2016,43,,-,3,,8,,147,,163,,,-,0,,2,,7,,,-,,-,0,,1,,1,,,-,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,43,,-,2,,10,,90,,85,,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2016,43,,-,0,,2,,12,,22,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2016,43,,-,0,,3,,10,,8,,,-,0,,2,,4,,1,,,-,0,,1,,1,,,-,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,43,2,,6,,11,,223,,160,,,-,0,,2,,6,,4,,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,43,,-,1,,5,,50,,114,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,43,1,,1,,5,,51,,32,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2016,43,,-,1,,6,,41,,33,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2016,43,,-,1,,10,,56,,51,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2016,43,,-,4,,34,,239,,218,,,-,1,,3,,26,,22,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2016,43,,-,1,,7,,57,,47,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2016,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2016,43,4,,3,,24,,159,,146,,,-,0,,1,,4,,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,43,,-,0,,110,,68,,,-,,-,0,,3,,16,,9,,,-,0,,1,,1,,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,43,4,,4,,46,,185,,158,,,-,0,,3,,13,,19,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,43,,-,0,,3,,23,,68,,,-,0,,2,,3,,3,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2016,43,1,,6,,24,,308,,295,,,-,0,,2,,17,,5,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
SOUTH CAROLINA,2016,43,3,,1,,8,,74,,63,,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2016,43,,-,2,,7,,95,,164,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WEST VIRGINIA,2016,43,,-,0,,5,,25,,16,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2016,43,3,,7,,21,,365,,283,,,-,0,,3,,22,,21,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2016,43,9,,1,,83,,510,,53,,,-,0,,2,,13,,15,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
DELAWARE,2016,43,,-,0,,2,,16,,13,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MASSACHUSETTS,2016,43,1,,3,,14,,171,,178,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,43,,-,0,,1,,1,,,-,,-,3,,27,,174,,34,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2016,43,48,,8,,206,,1700,,369,,,-,0,,1,,6,,8,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
CALIFORNIA,2016,43,2,,7,,14,,302,,303,,,-,2,,15,,135,,111,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2016,43,,-,9,,59,,601,,328,,,-,0,,1,,4,,3,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
TEXAS,2016,43,15,,11,,32,,521,,600,,,-,1,,4,,34,,22,,,-,0,,0,,,-,2,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2016,43,,-,1,,3,,36,,30,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
