Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue§, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Severe, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
UTAH,2015,35,,-,3,,5,,96,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2015,35,19,,2,,16,,126,,79,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2015,35,,-,0,,0,,,-,,-,,-,1,,12,,26,,458,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2015,35,,-,0,,1,,6,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2015,35,3,,3,,41,,164,,79,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2015,35,,-,1,,6,,23,,36,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2015,35,3,,1,,10,,50,,54,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2015,35,,-,3,,8,,89,,112,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2015,39,,-,0,,14,,,-,265,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
MISSOURI,2015,39,,-,0,,6,,18,,129,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2015,39,,-,1,,10,,56,,35,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2015,39,,-,0,,4,,23,,24,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
E.S. CENTRAL,2015,39,10,,10,,65,,500,,271,,,-,0,,3,,8,,7,,,-,0,,0,,,-,,-,,
ALABAMA,2015,39,,-,4,,41,,189,,96,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
W.N. CENTRAL,2015,39,3,,14,,52,,706,,982,,,-,0,,1,,4,,9,,,-,0,,0,,,-,,-,,
NEW JERSEY,2015,39,,-,1,,5,,32,,56,,,-,0,,5,,,-,61,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
MICHIGAN,2015,39,2,,3,,13,,149,,189,,,-,0,,2,,8,,2,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2015,39,2,,1,,6,,58,,62,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2015,39,,-,0,,3,,9,,8,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW MEXICO,2015,39,,-,1,,4,,36,,74,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2015,39,,-,0,,3,,22,,21,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
SOUTH CAROLINA,2015,39,1,,1,,5,,50,,55,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PACIFIC,2015,43,30,,10,,46,,516,,466,,,-,0,,7,,3,,115,,,-,0,,0,,,-,,-,,
NEVADA,2015,36,,-,0,,2,,5,,9,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2015,36,,-,2,,5,,76,,121,,,-,0,,2,,12,,5,,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2015,36,2,,1,,12,,42,,24,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW ENGLAND,2015,36,8,,5,,17,,243,,227,,,-,0,,2,,9,,30,,,-,0,,0,,,-,,-,,
LOUISIANA,2015,36,2,,2,,13,,91,,196,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"LOUISIANA
(31.31111, -92.445)",
C.N.M.I.,2015,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
DIST. OF COL.,2015,36,,-,0,,2,,2,,3,,,-,0,,3,,3,,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
NORTH CAROLINA,2015,36,15,,0,,62,,140,,116,,,-,0,,1,,,-,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
RHODE ISLAND,2015,36,,-,0,,3,,8,,14,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2015,36,,-,0,,12,,9,,80,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,36,3,,2,,13,,109,,100,,,-,0,,3,,3,,7,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
W.S. CENTRAL,2015,36,15,,12,,42,,497,,494,,,-,0,,4,,15,,26,,,-,0,,0,,,-,,-,,
KANSAS,2015,36,,-,1,,13,,96,,52,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
INDIANA,2015,36,,-,3,,8,,89,,116,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2015,36,3,,5,,15,,217,,253,,,-,1,,8,,26,,76,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
W.N. CENTRAL,2015,36,5,,14,,42,,563,,868,,,-,0,,1,,6,,8,,,-,0,,0,,,-,,-,,
NEW YORK,2015,36,14,,3,,20,,161,,155,,,-,0,,2,,4,,20,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
MISSISSIPPI,2015,36,,-,1,,6,,25,,37,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2015,15,45,,116,,344,,1273,,1361,,,-,11,,37,,54,,111,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,15,,-,5,,17,,61,,63,,,-,0,,3,,2,,9,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,15,6,,11,,36,,111,,142,,,-,2,,10,,12,,25,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,15,9,,21,,74,,256,,286,,,-,0,,4,,3,,8,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,15,1,,14,,39,,121,,162,,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,15,12,,32,,153,,324,,310,,,-,2,,7,,14,,29,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,15,,-,0,,1,,1,,2,,,-,0,,3,,3,,,-,,-,0,,0,,,-,,-,DIST. OF COL.,
E.S. CENTRAL,2015,15,4,,8,,22,,120,,81,,,-,0,,3,,8,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,15,6,,12,,33,,101,,114,,,-,0,,4,,3,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,15,2,,8,,23,,71,,97,,,-,0,,22,,,-,8,,,-,0,,0,,,-,,-,,
PACIFIC,2015,15,5,,8,,27,,108,,106,,,-,2,,8,,11,,21,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,15,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
VIRGIN ISL.,2015,15,,-,0,,0,,,-,,-,,-,0,,3,,3,,5,,,-,0,,0,,,-,,-,VIRGIN ISL.,
IDAHO,2015,36,3,,1,,14,,63,,58,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW HAMPSHIRE,2015,36,1,,0,,3,,23,,26,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2015,36,42,,15,,122,,598,,965,,,-,0,,4,,8,,60,,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2015,36,1,,0,,3,,22,,21,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
E.N. CENTRAL,2015,36,14,,22,,50,,909,,1019,,,-,0,,4,,26,,20,,,-,0,,0,,,-,,-,,
E.S. CENTRAL,2015,36,16,,10,,65,,444,,246,,,-,0,,5,,16,,6,,,-,0,,0,,,-,,-,,
GUAM,2015,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2015,36,9,,9,,27,,312,,220,,,-,0,,3,,15,,22,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2015,36,2,,1,,10,,52,,54,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2015,36,4,,2,,7,,110,,75,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
S. ATLANTIC,2015,36,67,,31,,130,,1162,,1460,,,-,1,,4,,21,,88,,,-,0,,0,,,-,,-,,
PUERTO RICO,2015,36,,-,0,,0,,,-,,-,,-,1,,12,,26,,466,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ARIZONA,2015,36,3,,1,,5,,43,,36,,,-,0,,22,,1,,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2015,36,,-,0,,4,,21,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
AMER. SAMOA,2015,36,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
NEW MEXICO,2015,36,,-,1,,4,,29,,69,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MID. ATLANTIC,2015,36,23,,11,,40,,466,,516,,,-,1,,7,,27,,115,,,-,0,,0,,,-,,-,,
MONTANA,2015,36,,-,1,,5,,27,,46,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ALASKA,2015,36,,-,0,,2,,4,,3,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MAINE,2015,36,3,,0,,5,,24,,35,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2015,36,,-,0,,0,,,-,,-,,-,0,,2,,3,,15,,,-,0,,0,,,-,,-,VIRGIN ISL.,
SOUTH DAKOTA,2015,36,,-,3,,8,,101,,107,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2015,36,1,,1,,5,,45,,49,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OHIO,2015,36,10,,5,,26,,271,,229,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
NEW YORK CITY,2015,36,5,,2,,10,,66,,63,,,-,0,,2,,14,,34,,,-,0,,0,,,-,,-,NEW YORK CITY,
UNITED STATES,2015,36,162,,119,,331,,5005,,5538,,,-,5,,38,,154,,398,,,-,0,,0,,,-,,-,,
UTAH,2015,36,1,,3,,5,,97,,32,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2015,36,3,,5,,17,,208,,252,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
DELAWARE,2015,36,,-,0,,1,,6,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2015,36,,-,0,,17,,,-,219,,,-,0,,0,,,-,3,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
WEST VIRGINIA,2015,36,,-,0,,3,,9,,7,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2015,36,,-,1,,7,,61,,62,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
PACIFIC,2015,36,7,,10,,23,,375,,375,,,-,1,,8,,32,,89,,,-,0,,0,,,-,,-,,
NEBRASKA,2015,36,3,,2,,19,,129,,83,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2015,36,4,,3,,41,,173,,83,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2015,36,,-,2,,6,,64,,56,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
GEORGIA,2015,36,6,,5,,13,,209,,161,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TENNESSEE,2015,36,12,,2,,21,,182,,70,,,-,0,,5,,15,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2015,36,,-,1,,5,,44,,55,,,-,0,,1,,2,,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2015,36,,-,0,,15,,33,,42,,,-,0,,2,,4,,4,,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MOUNTAIN,2015,36,7,,9,,23,,346,,333,,,-,0,,22,,2,,16,,,-,0,,0,,,-,,-,,
NEW JERSEY,2015,36,1,,1,,5,,31,,46,,,-,0,,5,,6,,55,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
WISCONSIN,2015,36,4,,8,,27,,342,,382,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2015,36,,-,1,,9,,48,,33,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2015,36,2,,4,,17,,210,,207,,,-,0,,1,,4,,2,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MICHIGAN,2015,36,,-,3,,13,,131,,171,,,-,0,,1,,6,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2015,36,3,,3,,10,,118,,98,,,-,0,,1,,2,,16,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2015,36,,-,0,,3,,11,,2,,,-,0,,2,,,-,7,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2015,36,,-,0,,6,,18,,120,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2015,39,1,,2,,6,,70,,61,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
C.N.M.I.,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,C.N.M.I.,
DIST. OF COL.,2015,39,,-,0,,2,,2,,4,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,DIST. OF COL.,
OKLAHOMA,2015,39,1,,1,,10,,55,,58,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2015,39,4,,1,,12,,51,,29,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2015,39,,-,0,,3,,27,,29,,,-,0,,0,,,-,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2015,13,,-,0,,7,,6,,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.625384, -72.517637)",
MISSISSIPPI,2015,10,,-,1,,6,,7,,6,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513, -89.538027)",
FLORIDA,2015,16,6,,18,,123,,173,,136,,,-,1,,5,,8,,18,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
NEW JERSEY,2015,5,,-,0,,2,,,-,5,,,-,1,,6,,1,,1,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
IDAHO,2015,10,,-,1,,14,,8,,12,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
GUAM,2015,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999, 144.731498)",
CONNECTICUT,2015,14,,-,1,,3,,7,,10,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.562661, -72.64984)",
KANSAS,2015,39,3,,1,,16,,137,,58,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2015,4,4,,6,,16,,10,,18,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
WISCONSIN,2015,7,4,,7,,32,,30,,35,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191, -89.816366)",
VIRGINIA,2015,12,,-,2,,9,,14,,31,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
MONTANA,2015,15,,-,1,,5,,4,,10,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.066528, -109.424416)",
KANSAS,2015,9,1,,1,,4,,6,,9,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347743, -98.200778)",
TEXAS,2015,8,,-,7,,22,,9,,25,,,-,0,,3,,1,,2,,,-,0,,0,,,-,,-,"TEXAS
(31.82724, -99.426768)",
WASHINGTON,2015,13,1,,0,,23,,12,,5,,,-,0,,2,,3,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
WASHINGTON,2015,10,3,,0,,13,,8,,2,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.522288, -120.470028)",
DELAWARE,2015,11,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
MONTANA,2015,3,1,,1,,5,,1,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.066528, -109.424416)",
NEW YORK CITY,2015,5,,-,2,,7,,6,,6,,,-,0,,4,,,-,4,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.714268, -74.005969)",
KANSAS,2015,15,,-,1,,5,,21,,16,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347743, -98.200778)",
MASSACHUSETTS,2015,6,,-,3,,9,,,-,9,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
NEVADA,2015,11,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
NEVADA,2015,10,,-,0,,2,,2,,2,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NEVADA
(39.493242, -117.071839)",
MASSACHUSETTS,2015,3,,-,2,,9,,,-,5,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.276874, -72.082687)",
COLORADO,2015,14,,-,1,,6,,3,,12,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.843843, -106.133609)",
LOUISIANA,2015,9,1,,3,,17,,25,,18,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
UTAH,2015,4,,-,1,,4,,7,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
MICHIGAN,2015,15,1,,4,,13,,43,,46,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.661322, -84.714386)",
IOWA,2015,12,,-,4,,13,,28,,38,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401, -93.816487)",
SOUTH DAKOTA,2015,11,,-,2,,9,,11,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313, -100.373529)",
PENNSYLVANIA,2015,2,1,,6,,15,,2,,10,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
DELAWARE,2015,7,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008834, -75.577736)",
NEW JERSEY,2015,16,,-,0,,1,,2,,13,,,-,1,,6,,7,,4,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130571, -74.273688)",
ARIZONA,2015,5,,-,1,,5,,1,,2,,,-,0,,11,,,-,3,,,-,0,,0,,,-,,-,"ARIZONA
(34.865974, -111.763807)",
WYOMING,2015,8,,-,0,,4,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235541, -108.109827)",
NEW YORK,2015,7,1,,4,,14,,17,,21,,,-,0,,4,,2,,3,,,-,0,,0,,,-,,-,"NEW YORK
(42.827004, -75.543966)",
PUERTO RICO,2015,2,,N,0,,0,,,N,,N,,-,6,,38,,,-,69,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.248289, -66.49989)",
GEORGIA,2015,14,2,,4,,15,,66,,52,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683, -83.627579)",
ALABAMA,2015,9,,-,3,,9,,29,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.840572, -86.631857)",
FLORIDA,2015,1,9,,18,,123,,9,,8,,,-,1,,5,,,-,3,,,-,0,,0,,,-,,-,"FLORIDA
(28.932043, -81.928958)",
IDAHO,2015,11,2,,1,,14,,10,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
PENNSYLVANIA,2015,16,,-,6,,17,,55,,79,,,-,0,,2,,2,,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.793734, -77.860697)",
LOUISIANA,2015,2,,-,3,,17,,2,,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663, -92.445678)",
NEW HAMPSHIRE,2015,11,,-,0,,3,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
VIRGINIA,2015,13,2,,2,,9,,19,,31,,,-,0,,3,,1,,5,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542681, -78.457889)",
ILLINOIS,2015,14,,-,2,,7,,22,,42,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.485012, -88.997709)",
IOWA,2015,5,,-,4,,13,,8,,21,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401, -93.816487)",
AMER. SAMOA,2015,16,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,AMER. SAMOA,
ALASKA,2015,14,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.845078, -147.72206)",
NEW HAMPSHIRE,2015,5,,-,0,,3,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.655953, -71.500357)",
NORTH CAROLINA,2015,15,,-,0,,42,,25,,48,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
RHODE ISLAND,2015,14,,-,0,,4,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708281, -71.522466)",
NORTH CAROLINA,2015,9,,-,0,,42,,25,,37,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622, -79.15925)",
MISSOURI,2015,2,2,,3,,13,,6,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
IDAHO,2015,16,,-,1,,14,,13,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
MISSOURI,2015,6,,-,3,,13,,16,,15,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.635791, -92.566299)",
IDAHO,2015,1,,-,1,,14,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.682632, -114.363727)",
NORTH DAKOTA,2015,8,,-,1,,16,,1,,6,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475319, -100.118428)",
PUERTO RICO,2015,4,,N,0,,0,,,N,,N,,-,5,,35,,,-,137,,,-,0,,1,,,-,1,,"PUERTO RICO
(18.248289, -66.49989)",
MAINE,2015,16,,-,1,,5,,12,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.254229, -68.985026)",
HAWAII,2015,1,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.304852, -157.857748)",
UTAH,2015,8,,-,1,,5,,14,,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.360701, -111.587128)",
